name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second ,label,error_occurred,error_message,threads,load
"BM_ParallelMergeSort/1024/repeats:32",37739,85570.2,17970,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,85860.8,17973.7,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,86219.4,18113.1,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,85656.8,18110.5,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,85872.6,18104,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,85829,17904.9,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,86438.2,18265.9,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,86350.1,18174.9,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,86001.5,17966.1,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,86019.3,17868.5,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,85742.8,17945.6,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,86369.8,18102,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,86252.1,18068.2,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,85620.6,17979,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,86335,18285,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,86106.5,18160.8,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,85675.7,18250.8,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,86061.9,18120.2,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,86213.5,18173.8,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,85835.4,18284.7,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,86026.9,18327.1,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,85435.5,18164.4,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32",37739,86375,18286,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32_mean",32,85946.6,18077.1,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32_median",32,85926.1,18103,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32_stddev",32,304.743,140.961,ns,,,,,,1,256
"BM_ParallelMergeSort/1024/repeats:32_cv",32,0.00354573,0.00779778,,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,154391,17710.2,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,154635,17768.1,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,154930,17714.3,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,155860,17746.6,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,154596,17773.5,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,154330,17508.5,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,154740,17206.2,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,154736,17524.6,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,154826,17557,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,155844,17651.5,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,154992,17594.3,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,156091,17663.3,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,155911,17466.7,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,154935,17524.9,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,155356,17950.2,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,155250,17851.9,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,153980,17910.2,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,155211,17836.7,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,154134,17877.5,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,154974,17881.5,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,154614,17775,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,153971,17870.1,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,153905,17739.5,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,154607,17536.3,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,153817,17426.1,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,155056,17995.7,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,155751,17165.3,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,155146,17179.3,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,154579,17327.4,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,153410,17773.6,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,154317,17696.2,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32",40640,154359,17658.2,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32_mean",32,154789,17651.9,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32_median",32,154738,17703.2,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32_stddev",32,659.901,220.813,ns,,,,,,1,256
"BM_ParallelMergeSort/2048/repeats:32_cv",32,0.00426323,0.0125093,,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,312542,16993,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,314478,18020.2,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,317264,16873.9,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,315281,16976.9,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,313067,17906.7,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,312418,17244.6,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,314439,17360.9,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,314047,17977.7,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,314380,18029.2,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,313228,17922.7,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,314832,17666.5,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,313946,16932.5,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,315426,17666.1,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,315794,18131.9,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,315717,17866.2,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,315032,18126.9,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,315926,17404.6,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,314227,17203.5,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,313147,17295.8,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,312630,17001.3,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,313337,17606.1,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,313668,17530.5,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,315659,17562,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,313876,17556.3,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,314831,17992.9,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,312114,17400.5,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,311995,17090.2,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,316538,17642.5,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,314127,17789.4,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,314267,17922.3,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,315417,17164.8,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32",10000,313898,17673.1,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32_mean",32,314298,17547.8,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32_median",32,314247,17584,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32_stddev",32,1302.14,385.747,ns,,,,,,1,256
"BM_ParallelMergeSort/4096/repeats:32_cv",32,0.00414299,0.0219826,,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,618986,18724.6,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,622158,18311.8,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,620847,17816.7,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,620018,18598.2,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,615037,18357.3,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,612359,18461.9,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,619544,18138.1,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,619557,18363.2,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,609652,18652.9,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,609594,19295.7,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,619112,17831.7,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,617127,17655.6,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,610892,17467.8,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,612968,17572.2,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,614225,17507.4,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,616274,17829.2,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,619285,18668.2,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,611829,18078,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,614201,17642.2,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,617244,18267.8,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,630364,18184.2,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,620326,17736.1,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,612616,17741,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,618056,17913.2,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,609749,17824.7,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,610446,18620.7,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,625123,17734.2,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,623127,18783.2,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,623099,18298.1,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,610868,18042.9,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,618096,17965.5,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32",10000,619953,18509.6,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32_mean",32,616960,18143.6,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32_median",32,617650,18108.1,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32_stddev",32,5085.07,444.26,ns,,,,,,1,256
"BM_ParallelMergeSort/8192/repeats:32_cv",32,0.00824214,0.0244858,,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.21945e+06,18829.5,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.20935e+06,18306.3,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.2239e+06,18290.3,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.22189e+06,17970.9,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.20951e+06,18677,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.20907e+06,17589.2,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.20835e+06,18189.2,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.22513e+06,19196.3,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.2118e+06,18886.6,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.21321e+06,17761.3,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.20422e+06,18246.5,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.20508e+06,19058.3,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.20499e+06,18334.8,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.21061e+06,19299.6,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.22054e+06,17678.4,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.20771e+06,17739.5,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.22652e+06,18891.8,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.21673e+06,18395.9,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.20513e+06,18228.8,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.22336e+06,17930,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.20517e+06,19187.9,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.21125e+06,18362,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.22306e+06,18268.9,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.22315e+06,18368.5,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.20757e+06,18022.4,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.22134e+06,18035.8,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.20629e+06,18332,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.22812e+06,18517,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.21385e+06,18355.7,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.20746e+06,17921.5,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.21033e+06,18652.9,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32",10000,1.21124e+06,18119.8,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32_mean",32,1.21392e+06,18363.9,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32_median",32,1.21125e+06,18319.1,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32_stddev",32,7550.41,455.504,ns,,,,,,1,256
"BM_ParallelMergeSort/16384/repeats:32_cv",32,0.00621987,0.0248043,,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.73729e+06,19841,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.82169e+06,17339.1,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.79727e+06,18355.5,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.7994e+06,18973,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.81938e+06,18701.4,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.77486e+06,18972.5,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.8295e+06,18728.8,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.77169e+06,18893,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.79559e+06,17614.9,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.79291e+06,18329.9,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.81651e+06,20385.4,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.78091e+06,19958.7,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.7968e+06,22004.6,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.7718e+06,18863.9,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.80114e+06,19622.9,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.8323e+06,18936.5,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.78167e+06,18177.9,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.75573e+06,21031.9,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.79018e+06,22756.6,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.78217e+06,22214.6,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.79565e+06,17513,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.80417e+06,17610.9,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.78251e+06,18347.2,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.8013e+06,19961.7,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.80586e+06,19356.7,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.81959e+06,20449.3,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.77112e+06,20031.8,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.70684e+06,19885.4,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.73876e+06,18685,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.79084e+06,18719.2,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.64716e+06,20532.3,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32",1000,2.58651e+06,20520.6,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32_mean",32,2.7781e+06,19416.1,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32_median",32,2.79187e+06,18972.7,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32_stddev",32,50816.2,1353.82,ns,,,,,,1,256
"BM_ParallelMergeSort/32768/repeats:32_cv",32,0.0182917,0.0697268,,,,,,,1,256
"BM_ParallelMergeSort/65536/repeats:32",1000,5.63803e+06,21852.3,ns,,,,,,1,256
"BM_ParallelMergeSort/65536/repeats:32",1000,5.4387e+06,25875.6,ns,,,,,,1,256
"BM_ParallelMergeSort/65536/repeats:32",1000,5.74071e+06,27490.1,ns,,,,,,1,256
